5.4628 	INFO 	Loaded monitor calibration from ['2021_12_01 18:33']
5.4687 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.5826 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.09803922, 0.09803922, 0.09803922]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022CC5CD8F40>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022CC99913D0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5827 	EXP 	window1: mouseVisible = True
6.5828 	EXP 	window1: mouseVisible = False
6.5828 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.5828 	EXP 	window1: recordFrameIntervals = False
6.6796 	EXP 	window1: recordFrameIntervals = True
6.7568 	EXP 	Screen (0) actual frame rate measured at 142.52Hz
6.7568 	EXP 	window1: recordFrameIntervals = False
8.3695 	INFO 	keyboard.Keyboard is using iohub backend.
8.4459 	EXP 	Created ques_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='ques_instr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.4464 	EXP 	window1: mouseVisible = True
8.4499 	EXP 	window1: mouseVisible = True
8.4747 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4784 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4816 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4829 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
