4.8625 	INFO 	Loaded monitor calibration from ['2021_12_01 18:33']
4.8700 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.1450 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.09803922, 0.09803922, 0.09803922]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023010B64D90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023012E8C340>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.1451 	EXP 	window1: mouseVisible = True
6.1453 	EXP 	window1: mouseVisible = False
6.1453 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.1453 	EXP 	window1: recordFrameIntervals = False
6.2137 	EXP 	window1: recordFrameIntervals = True
6.2904 	EXP 	Screen (0) actual frame rate measured at 142.98Hz
6.2904 	EXP 	window1: recordFrameIntervals = False
8.0064 	INFO 	keyboard.Keyboard is using iohub backend.
8.0211 	EXP 	Created face_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=True, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='face_image', opacity=1.0, ori=0.0, pos=array([  0., 280.]), size=array([960., 540.]), texRes=512, units='pix', win=Window(...))
8.0252 	EXP 	window1: mouseVisible = True
8.1395 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
8.1538 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1557 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1565 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1603 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1628 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1630 	DEBUG 	Uploading Texture Font fontname to graphics card
8.1691 	DEBUG 	Upload of Texture Font fontname complete
8.2750 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
8.2886 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2901 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2913 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2930 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2943 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2971 	DEBUG 	Uploading Texture Font fontname to graphics card
8.3031 	DEBUG 	Upload of Texture Font fontname complete
8.3123 	EXP 	Created slider_treatment_surgery = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='HelveticaBold', granularity=0, labelColor=None, labelHeight=0.03, labelWrapWidth=None, labels=('0% Never', '100% Always'), lineColor=None, markerColor=None, name='slider_treatment_surgery', opacity=None, ori=0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1.  , 0.02]), startValue=None, style=['rating'], styleTweaks=['labels45', 'triangleMarker'], ticks=array([  0,  25,  50,  75, 100]), units='height', win=Window(...))
8.3220 	EXP 	Created NextBu = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='Picture1-eng.png', interpolate=False, mask=None, maskParams=None, name='NextBu', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.1]), texRes=512, units='height', win=Window(...))
8.3221 	EXP 	window1: mouseVisible = True
8.3234 	EXP 	window1: mouseVisible = True
8.4354 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
8.5585 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
8.5806 	EXP 	Created slider_treatment_radiation = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='HelveticaBold', granularity=0, labelColor=None, labelHeight=0.03, labelWrapWidth=None, labels=('0% Never', '100% Always'), lineColor=None, markerColor=None, name='slider_treatment_radiation', opacity=None, ori=0, pos=array([ 0. , -0.5]), readOnly=False, self=UNKNOWN, size=array([1.   , 0.025]), startValue=None, style=['rating'], styleTweaks=['triangleMarker'], ticks=array([  0,  25,  50,  75, 100]), units='height', win=Window(...))
8.6326 	EXP 	Created text_treatment_surgery = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_treatment_surgery', opacity=1.0, ori=0.0, pos=array([0.  , 0.05]), rgb=UNKNOWN, text='How likely are you to recommend surgery? ', units='height', win=Window(...), wrapWidth=1)
8.6348 	EXP 	Created text_treatment_radiation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_treatment_radiation', opacity=1.0, ori=0.0, pos=array([ 0. , -0.5]), rgb=UNKNOWN, text='How likely are you to recommend radiation? ', units='height', win=Window(...), wrapWidth=1)
8.6675 	EXP 	Created EndText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='EndText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.6719 	DEBUG 	Read excel file with openpyxl: Rating_BlockOrder.xlsx
8.6721 	EXP 	Imported Rating_BlockOrder.xlsx as conditions, 1 conditions, 3 params
8.6724 	EXP 	Created sequence: fullRandom, trialTypes=1, nReps=1, seed=None
8.6725 	EXP 	New trial (rep=0, index=0): {'Task': 'treatment', 'LeftLabel': '0% Never', 'RightLabel': '100% Always'}
8.6730 	EXP 	Created sequence: sequential, trialTypes=1, nReps=95, seed=None
8.6733 	EXP 	New trial (rep=0, index=0): None
8.6819 	EXP 	slider_treatment_surgery: autoLog = True
8.6819 	EXP 	slider_treatment_surgery: markerPos = None
8.6819 	EXP 	slider_treatment_surgery: styleTweaks = []
8.6819 	EXP 	slider_treatment_surgery: styleTweaks = []
8.6819 	EXP 	slider_treatment_surgery: styleTweaks = ['labels45', 'triangleMarker']
8.6819 	EXP 	slider_treatment_surgery: styleTweaks = ['labels45', 'triangleMarker']
8.6819 	EXP 	slider_treatment_surgery: contrast = 1.0
8.6819 	EXP 	slider_treatment_surgery: autoLog = True
8.6819 	EXP 	slider_treatment_radiation: autoLog = True
8.6819 	EXP 	slider_treatment_radiation: markerPos = None
8.6819 	EXP 	slider_treatment_radiation: styleTweaks = []
8.6819 	EXP 	slider_treatment_radiation: styleTweaks = []
8.6819 	EXP 	slider_treatment_radiation: styleTweaks = ['triangleMarker']
8.6819 	EXP 	slider_treatment_radiation: styleTweaks = ['triangleMarker']
8.6819 	EXP 	slider_treatment_radiation: contrast = 1.0
8.6819 	EXP 	slider_treatment_radiation: autoLog = True
8.6819 	EXP 	face_image: image = 'images/FOREHEAD_006_M_F_N_A.png'
8.6819 	EXP 	slider_treatment_surgery: markerPos = None
8.6819 	EXP 	slider_treatment_surgery: markerPos = None
8.6819 	EXP 	slider_treatment_radiation: markerPos = None
8.6819 	EXP 	slider_treatment_radiation: markerPos = None
8.6819 	EXP 	face_image: autoDraw = True
9.0109 	EXP 	slider_treatment_surgery: autoDraw = True
9.0109 	EXP 	NextBu: autoDraw = True
9.0109 	EXP 	slider_treatment_radiation: autoDraw = True
9.0109 	EXP 	text_treatment_surgery: autoDraw = True
9.0109 	EXP 	text_treatment_radiation: autoDraw = True
10.7837 	DATA 	Mouse: Left button down, pos=(790,542)
10.7933 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8023 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8132 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8205 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8324 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8434 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8521 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8614 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8709 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8802 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8898 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.8973 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.9073 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
10.9092 	DATA 	Mouse:  Left button up, pos=(790,542)
10.9179 	EXP 	slider_treatment_surgery: markerPos = 34.25925925925925
12.0604 	DATA 	Mouse: Left button down, pos=(1006,547)
12.0736 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.0841 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.0951 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1068 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1173 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1265 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1406 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1498 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1593 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1666 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1774 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1866 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.1941 	DATA 	Mouse:  Left button up, pos=(1006,547)
12.1980 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
12.2069 	EXP 	slider_treatment_surgery: markerPos = 54.25925925925926
16.3205 	DATA 	Keypress: escape
16.9873 	EXP 	window1: mouseVisible = True
16.9874 	DEBUG 	Saving data for FaceAttractiveness ExperimentHandler
16.9905 	INFO 	saved data to C:\Users\annak\Documents\GitHub\faceattractiveness_lesion\data/_FaceAttractiveness_2023-04-05_23h24.18.884.psydat
16.9916 	INFO 	saved data to 'C:\\Users\\annak\\Documents\\GitHub\\faceattractiveness_lesion\\data/_FaceAttractiveness_2023-04-05_23h24.18.884.csv'
