3.9058 	INFO 	Loaded monitor calibration from ['2021_12_01 18:33']
3.9121 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
5.2172 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.09803922, 0.09803922, 0.09803922]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018A97D24D90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018A98247220>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.2173 	EXP 	window1: mouseVisible = True
5.2174 	EXP 	window1: mouseVisible = False
5.2174 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.2174 	EXP 	window1: recordFrameIntervals = False
5.2859 	EXP 	window1: recordFrameIntervals = True
5.3627 	EXP 	Screen (0) actual frame rate measured at 144.07Hz
5.3628 	EXP 	window1: recordFrameIntervals = False
6.9732 	INFO 	keyboard.Keyboard is using iohub backend.
6.9767 	EXP 	window1: mouseVisible = True
6.9996 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0014 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0047 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0074 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0108 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0125 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0141 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
