4.1259 	INFO 	Loaded monitor calibration from ['2021_12_01 18:33']
4.1326 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
5.4716 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.09803922, 0.09803922, 0.09803922]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027135707EB0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000271392F9340>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.4717 	EXP 	window1: mouseVisible = True
5.4718 	EXP 	window1: mouseVisible = False
5.4718 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.4718 	EXP 	window1: recordFrameIntervals = False
5.5407 	EXP 	window1: recordFrameIntervals = True
5.5684 	WARNING 	t of last frame was 12.41ms (=1/80)
5.6376 	EXP 	Screen (0) actual frame rate measured at 144.85Hz
5.6376 	EXP 	window1: recordFrameIntervals = False
7.3506 	INFO 	keyboard.Keyboard is using iohub backend.
7.3638 	EXP 	Created instrBlock = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instrBlock', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.3641 	EXP 	window1: mouseVisible = True
7.3793 	EXP 	Created face_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=True, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='face_image', opacity=1.0, ori=0.0, pos=array([  0., 280.]), size=array([960., 540.]), texRes=512, units='pix', win=Window(...))
7.3830 	EXP 	window1: mouseVisible = True
7.5433 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
7.5575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5602 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5611 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5639 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5651 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5665 	DEBUG 	Uploading Texture Font fontname to graphics card
7.5722 	DEBUG 	Upload of Texture Font fontname complete
7.8983 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
7.9117 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9132 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9143 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9157 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9186 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9199 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.9201 	DEBUG 	Uploading Texture Font fontname to graphics card
7.9261 	DEBUG 	Upload of Texture Font fontname complete
7.9353 	EXP 	Created slider_treatment_surgery = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='HelveticaBold', granularity=0, labelColor=None, labelHeight=0.03, labelWrapWidth=None, labels=('0% Never', '100% Always'), lineColor=None, markerColor=None, name='slider_treatment_surgery', opacity=None, ori=0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1.  , 0.02]), startValue=None, style=['rating'], styleTweaks=['labels45', 'triangleMarker'], ticks=array([  0,  25,  50,  75, 100]), units='height', win=Window(...))
7.9445 	EXP 	Created NextBu = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='Picture1-eng.png', interpolate=False, mask=None, maskParams=None, name='NextBu', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.1]), texRes=512, units='height', win=Window(...))
7.9445 	EXP 	window1: mouseVisible = True
7.9458 	EXP 	window1: mouseVisible = True
8.1454 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
8.3487 	WARNING 	Font b'HelveticaBold' was requested. No similar font found.
8.3695 	EXP 	Created slider_treatment_radiation = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='HelveticaBold', granularity=0, labelColor=None, labelHeight=0.03, labelWrapWidth=None, labels=('0% Never', '100% Always'), lineColor=None, markerColor=None, name='slider_treatment_radiation', opacity=None, ori=0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1.   , 0.025]), startValue=None, style=['rating'], styleTweaks=['triangleMarker'], ticks=array([  0,  25,  50,  75, 100]), units='height', win=Window(...))
8.4067 	EXP 	Created text_treatment_surgery = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_treatment_surgery', opacity=1.0, ori=0.0, pos=array([0.  , 0.05]), rgb=UNKNOWN, text='How likely are you to recommend surgery? ', units='height', win=Window(...), wrapWidth=1)
8.4090 	EXP 	Created text_treatment_radiation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_treatment_radiation', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text='How likely are you to recommend radiation? ', units='height', win=Window(...), wrapWidth=1)
8.4406 	EXP 	Created EndText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='EndText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.4450 	DEBUG 	Read excel file with openpyxl: Rating_BlockOrder.xlsx
8.4451 	EXP 	Imported Rating_BlockOrder.xlsx as conditions, 1 conditions, 3 params
8.4454 	EXP 	Created sequence: fullRandom, trialTypes=1, nReps=1, seed=None
8.4456 	EXP 	New trial (rep=0, index=0): {'Task': 'treatment', 'LeftLabel': '0% Never', 'RightLabel': '100% Always'}
8.4627 	EXP 	slider_treatment_surgery: autoLog = True
8.4627 	EXP 	slider_treatment_surgery: markerPos = None
8.4627 	EXP 	slider_treatment_surgery: styleTweaks = []
8.4627 	EXP 	slider_treatment_surgery: styleTweaks = []
8.4627 	EXP 	slider_treatment_surgery: styleTweaks = ['labels45', 'triangleMarker']
8.4627 	EXP 	slider_treatment_surgery: styleTweaks = ['labels45', 'triangleMarker']
